verb,count,percent
見出すことができる,1,0.049850448654037885
解釈する,1,0.049850448654037885
触れる,1,0.049850448654037885
計画する,1,0.049850448654037885
計算できる,1,0.049850448654037885
記載する,1,0.049850448654037885
記載できる,1,0.049850448654037885
設ける,1,0.049850448654037885
診察できる,1,0.049850448654037885
評価（Bayesの定理、リスク評価）できる,1,0.049850448654037885
認識する,1,0.049850448654037885
認識できる,1,0.049850448654037885
説明することができる,1,0.049850448654037885
粘液腫,1,0.049850448654037885
求めることができる,1,0.049850448654037885
管理,1,0.049850448654037885
呼吸器：扁桃炎,1,0.049850448654037885
判定できる,1,0.049850448654037885
利用する,1,0.049850448654037885
利用できる,1,0.049850448654037885
前立腺癌,1,0.049850448654037885
前立腺肥大症,1,0.049850448654037885
副鼻腔炎,1,0.049850448654037885
動悸,1,0.049850448654037885
協働する,1,0.049850448654037885
原発性乳癌,1,0.049850448654037885
参加することができる,1,0.049850448654037885
収集する,1,0.049850448654037885
収集できる,1,0.049850448654037885
収集・分析できる,1,0.049850448654037885
呼吸器：外傷性気胸,1,0.049850448654037885
呼吸器：気管支喘息,1,0.049850448654037885
子宮内膜症,1,0.049850448654037885
呼吸困難,1,0.049850448654037885
問題対応能力,1,0.049850448654037885
喉頭癌,1,0.049850448654037885
嘔吐,1,0.049850448654037885
嚥下困難・障害,1,0.049850448654037885
嚥下障害・誤嚥,1,0.049850448654037885
報告できる,1,0.049850448654037885
変形性脊椎症,1,0.049850448654037885
変性：Parkinson病,1,0.049850448654037885
変性：認知症,1,0.049850448654037885
外傷性気胸,1,0.049850448654037885
多発性骨髄腫,1,0.049850448654037885
大動脈瘤破裂,1,0.049850448654037885
姿勢,1,0.049850448654037885
列挙することができる,1,0.049850448654037885
出血傾向,1,0.049850448654037885
内分泌・代謝：更年期障害,1,0.049850448654037885
共感配慮できる,1,0.049850448654037885
ARDS>,1,0.049850448654037885
FD>,1,0.049850448654037885
する,1,0.049850448654037885
することができる,1,0.049850448654037885
たどることができる,1,0.049850448654037885
つなげることができる,1,0.049850448654037885
てんかん,1,0.049850448654037885
できる（眼底検査を含む）,1,0.049850448654037885
なる,1,0.049850448654037885
アルコール性中毒,1,0.049850448654037885
ウイルス性発疹症（ヘルペス）,1,0.049850448654037885
ウイルス性発疹症（水痘）,1,0.049850448654037885
コミュニケーション能力,1,0.049850448654037885
プレゼンテーションする,1,0.049850448654037885
プロフェッショナリズム,1,0.049850448654037885
・受け取る,1,0.049850448654037885
㉓腰背部痛,1,0.049850448654037885
一過性脳虚血発作,1,0.049850448654037885
乳児下痢症,1,0.049850448654037885
二次性（うつ病）：Parkinson病,1,0.049850448654037885
二次性（うつ病）：甲状腺機能低下症,1,0.049850448654037885
二次性（うつ病）：認知症,1,0.049850448654037885
付けできる,1,0.049850448654037885
付ける,1,0.049850448654037885
体重減少・体重増加,1,0.049850448654037885
作成する,1,0.049850448654037885
使える,1,0.049850448654037885
僧帽弁膜症,1,0.049850448654037885
共感することができる,1,0.049850448654037885
子宮体癌,1,0.049850448654037885
子宮筋腫,1,0.049850448654037885
立案できる,1,0.049850448654037885
無月経：妊娠,1,0.049850448654037885
月経困難症,1,0.049850448654037885
月経異常,1,0.049850448654037885
月経異常・無月経,1,0.049850448654037885
検定できる（群間の対応のあり、なしを含む）,1,0.049850448654037885
機能性：片頭痛,1,0.049850448654037885
気管支炎,1,0.049850448654037885
気胸,1,0.049850448654037885
<DIC>,1,0.049850448654037885
流・早産,1,0.049850448654037885
消化器：消化性潰瘍,1,0.049850448654037885
消化器：食道癌,1,0.049850448654037885
深める,1,0.049850448654037885
深部静脈血栓症,1,0.049850448654037885
溶血性貧血,1,0.049850448654037885
片頭痛,1,0.049850448654037885
子宮頸癌,1,0.049850448654037885
理解している,1,0.049850448654037885
理解・説明できる,1,0.049850448654037885
用いることができる,1,0.049850448654037885
病変：肺癌,1,0.049850448654037885
病期と合併症を説明できる,1,0.049850448654037885
痔核,1,0.049850448654037885
痛風,1,0.049850448654037885
発表できる,1,0.049850448654037885
発見できる,1,0.049850448654037885
相対化することができる,1,0.049850448654037885
知る,1,0.049850448654037885
磨く,1,0.049850448654037885
科学的探究,1,0.049850448654037885
積む,1,0.049850448654037885
整理できる,1,0.049850448654037885
教育方略,1,0.049850448654037885
敗血症,1,0.049850448654037885
支援する,1,0.049850448654037885
守秘できる,1,0.049850448654037885
実施する,1,0.049850448654037885
対応することができる,1,0.049850448654037885
対応できる,1,0.049850448654037885
小児腫瘍：神経芽腫,1,0.049850448654037885
尿管結石,1,0.049850448654037885
尿路上皮癌,1,0.049850448654037885
弁膜症,1,0.049850448654037885
得ることができる,1,0.049850448654037885
循環血液量減少性：大動脈瘤破裂,1,0.049850448654037885
心停止,1,0.049850448654037885
心筋炎,1,0.049850448654037885
応じることができる,1,0.049850448654037885
急性副鼻腔炎,1,0.049850448654037885
急性肝炎,1,0.049850448654037885
急性胃腸炎,1,0.049850448654037885
急性虫垂炎,1,0.049850448654037885
患者ケア,1,0.049850448654037885
悪性黒色腫,1,0.049850448654037885
想定する,1,0.049850448654037885
慢性腎臓病,1,0.049850448654037885
慢性膵炎,1,0.049850448654037885
抱合型：慢性肝炎,1,0.049850448654037885
抱合型：肝硬変,1,0.049850448654037885
抽出・整理できる,1,0.049850448654037885
捉えることができる,1,0.049850448654037885
接することができる,1,0.049850448654037885
提案できる,1,0.049850448654037885
提示できる,1,0.049850448654037885
：頭蓋内血腫,1,0.049850448654037885
